Airportname,Year,month,value
Ufa,2011,9,308.72
Khabarovsk (MVL),2011,9,28.32
Khabarovsk (New),2011,9,1974.61
Khanty-Mansiysk,2011,9,65.99
Khatanga,2011,9,184.64
Chelyabinsk (Balandino),2011,9,380.76
Reads (tub),2011,9,167.98
Yuzhno-(Khomutovo),2011,9,1534.3
Yakutsk,2011,9,1229.94
Yamburg,2011,9,4.64
Yaroslavl (Tunoshna),2011,9,450.4
Abakan,2010,9,181.4
Anapa (Vitjazevo),2010,9,62.42
Arkhangelsk (Talagy),2010,9,200.22
Astrakhan (Narimanovo),2010,9,76.19
Novy Urengoy,2010,9,57.0
Blagoveshchensk,2010,9,133.8
Bugulma,2010,9,3.55
Vladivostok (Knevichi),2010,9,2839.1
Volgograd (Gumrak),2010,9,83.0
Vorkuta,2010,9,48.3
Voronezh (Chertovitskoe),2010,9,19.66
Ekaterinburg (Koltsovo),2010,9,2198.82
Ivanovo (Yuzhny),2010,9,90.21
Irkutsk,2010,9,1012.73
Kazan,2010,9,298.81
Kemerovo,2010,9,391.53
Kogalym,2010,9,94.5
Komsomolsk-on-Amur,2010,9,8.08
Krasnodar (Paszkowski),2010,9,696.0
Krasnoyarsk (Emelyanovo),2010,9,1089.87
red,2010,9,0.62
Zabaykalsk,2010,9,42.4
Magadan (Falcon),2010,9,537.0
Mineral water,2010,9,177.0
Peaceful,2010,9,1637.8
Moscow (Vnukovo),2010,9,3705.41
Moscow (Domodedovo),2010,9,13260.9
Moscow (Sheremetyevo),2010,9,17804.1
Murmansk,2010,9,103.9
Nadym,2010,9,62.56
Nizhnevartovsk,2010,9,612.4
Nizhny Novgorod (Strigino),2010,9,60.63
Nikolaevsk-on-Amur,2010,9,51.46
Novokuznetsk,2010,9,89.0
Novosibirsk (Tolmachyovo),2010,9,1680.7
New Urengoy,2010,9,220.5
Norilsk,2010,9,1335.7
Noyabrsk,2010,9,61.9
Omsk (central),2010,9,268.0
Orenburg (central),2010,9,71.75
Perm (Bolshoye Savino),2010,9,246.66
Petropavlovsk (Yelizovo),2010,9,1363.59
Polar,2010,9,87.0
Rostov-on-Don,2010,9,414.7
Saint Petersburg (Pulkovo),2010,9,2155.0
Saratov (central),2010,9,57.9
Sochi,2010,9,221.0
Stavropol (Shpakovskoye),2010,9,76.0
Surgut,2010,9,333.3
Syktyvkar,2010,9,87.04
Tiksi,2010,9,16.5
Tomsk (Bogashevo),2010,9,147.0
Tyumen (Roschino),2010,9,404.4
Ufa,2010,9,268.37
Khabarovsk (MVL),2010,9,15.06
Khabarovsk (New),2010,9,2446.3
Khanty-Mansiysk,2010,9,55.68
Khatanga,2010,9,222.22
Chelyabinsk (Balandino),2010,9,230.46
Reads (tub),2010,9,129.94
Yuzhno-(Khomutovo),2010,9,1413.3
Yakutsk,2010,9,1060.99
Yamburg,2010,9,4.1
Yaroslavl (Tunoshna),2010,9,631.3
Abakan,2009,9,65.1
Anapa (Vitjazevo),2009,9,53.93
Arkhangelsk (Talagy),2009,9,215.5
Astrakhan (Narimanovo),2009,9,42.07
Novy Urengoy,2009,9,55.5
Blagoveshchensk,2009,9,105.3
Bugulma,2009,9,1.9
Vladivostok (Knevichi),2009,9,1861.9
Volgograd (Gumrak),2009,9,66.0
Vorkuta,2009,9,40.46
Voronezh (Chertovitskoe),2009,9,11.05
Ekaterinburg (Koltsovo),2009,9,1239.78
Irkutsk,2009,9,730.34
Kazan,2009,9,530.07
Kemerovo,2009,9,470.6
Kogalym,2009,9,217.8
Komsomolsk-on-Amur,2009,9,65.2
Krasnodar (Paszkowski),2009,9,605.0
Krasnoyarsk (Emelyanovo),2009,9,889.64
red,2009,9,0.29
Zabaykalsk,2009,9,64.6
Magadan (Falcon),2009,9,413.0
Mineral water,2009,9,166.0
Peaceful,2009,9,1595.7
Moscow (Vnukovo),2009,9,2586.95
Moscow (Domodedovo),2009,9,11688.93
Moscow (Sheremetyevo),2009,9,13582.0
Murmansk,2009,9,135.0
Nadym,2009,9,69.86
Nizhnevartovsk,2009,9,462.0
Nizhny Novgorod (Strigino),2009,9,47.41
Nikolaevsk-on-Amur,2009,9,50.61
Novokuznetsk,2009,9,90.0
Novosibirsk (Tolmachyovo),2009,9,1448.7
New Urengoy,2009,9,208.6
Norilsk,2009,9,1164.46
Noyabrsk,2009,9,72.8
Omsk (central),2009,9,241.0
Orenburg (central),2009,9,101.61
Perm (Bolshoye Savino),2009,9,145.24
Petropavlovsk (Yelizovo),2009,9,923.38
Polar,2009,9,150.2
Rostov-on-Don,2009,9,377.6
Saint Petersburg (Pulkovo),2009,9,1733.0
Saratov (central),2009,9,40.8
Sochi,2009,9,251.0
Stavropol (Shpakovskoye),2009,9,56.0
Surgut,2009,9,320.1
Syktyvkar,2009,9,52.78
Tiksi,2009,9,3.7
Tomsk (Bogashevo),2009,9,136.0
Tyumen (Roschino),2009,9,339.2
Ufa,2009,9,251.62
Khabarovsk (MVL),2009,9,7.0
Khabarovsk (New),2009,9,1943.47
Khanty-Mansiysk,2009,9,58.49
Khatanga,2009,9,133.02
Chelyabinsk (Balandino),2009,9,203.16
Reads (tub),2009,9,85.97
Yuzhno-(Khomutovo),2009,9,1808.8
Yakutsk,2009,9,932.0
Yamburg,2009,9,11.14
Yaroslavl (Tunoshna),2009,9,891.2
Abakan,2008,9,75.4
Anapa (Vitjazevo),2008,9,63.86
Arkhangelsk (Talagy),2008,9,237.0
Astrakhan (Narimanovo),2008,9,41.75
Novy Urengoy,2008,9,146.4
Blagoveshchensk,2008,9,226.8
Bugulma,2008,9,1.49
Vladivostok (Knevichi),2008,9,1553.5
Volgograd (Gumrak),2008,9,98.0
Vorkuta,2008,9,26.92
Voronezh (Chertovitskoe),2008,9,18.08
Ekaterinburg (Koltsovo),2008,9,1607.02
Irkutsk,2008,9,1278.0
Kazan,2008,9,315.07
Kemerovo,2008,9,141.48
Kogalym,2008,9,442.5
Komsomolsk-on-Amur,2008,9,81.0
Krasnodar (Paszkowski),2008,9,634.0
Krasnoyarsk (Emelyanovo),2008,9,1536.33
red,2008,9,20.6
Zabaykalsk,2008,9,50.0
Magadan (Falcon),2008,9,261.0
Mineral water,2008,9,201.0
Peaceful,2008,9,3949.7
Moscow (Vnukovo),2008,9,2278.63
Moscow (Domodedovo),2008,9,11731.74
Moscow (Sheremetyevo),2008,9,16753.6
Murmansk,2008,9,102.8
Nadym,2008,9,89.37
Nizhnevartovsk,2008,9,983.7
Nizhny Novgorod (Strigino),2008,9,75.76
Nikolaevsk-on-Amur,2008,9,71.5
Novokuznetsk,2008,9,117.0
Novosibirsk (Tolmachyovo),2008,9,1713.4
New Urengoy,2008,9,267.7
Norilsk,2008,9,1368.3
Noyabrsk,2008,9,99.8
Omsk (central),2008,9,285.0
Orenburg (central),2008,9,92.7
Perm (Bolshoye Savino),2008,9,110.26
Petropavlovsk (Yelizovo),2008,9,870.15
Polar,2008,9,469.7
Rostov-on-Don,2008,9,727.5
Saint Petersburg (Pulkovo),2008,9,1984.0
Saratov (central),2008,9,47.8
Sochi,2008,9,216.0
Stavropol (Shpakovskoye),2008,9,68.0
Surgut,2008,9,419.6
Syktyvkar,2008,9,72.84
Tiksi,2008,9,5.1
Tomsk (Bogashevo),2008,9,149.0
Tyumen (Roschino),2008,9,410.2
Ufa,2008,9,311.32
Khabarovsk (MVL),2008,9,21.33
Khabarovsk (New),2008,9,1195.91
Khanty-Mansiysk,2008,9,98.51
Khatanga,2008,9,283.7
Chelyabinsk (Balandino),2008,9,233.58
Reads (tub),2008,9,106.9
Yuzhno-(Khomutovo),2008,9,1551.0
Yakutsk,2008,9,1219.5
Yamburg,2008,9,5.48
Yaroslavl (Tunoshna),2008,9,633.7
Abakan,2007,9,88.3
Anapa (Vitjazevo),2007,9,55.68
Arkhangelsk (Talagy),2007,9,389.5
Astrakhan (Narimanovo),2007,9,55.98
Novy Urengoy,2007,9,141.9
Blagoveshchensk,2007,9,159.3
Bugulma,2007,9,1.23
Vladivostok (Knevichi),2007,9,1739.7
Volgograd (Gumrak),2007,9,116.0
Vorkuta,2007,9,16.73
Voronezh (Chertovitskoe),2007,9,15.68
Ekaterinburg (Koltsovo),2007,9,1678.8
Irkutsk,2007,9,1267.0
Kazan,2007,9,728.24
Kemerovo,2007,9,160.85
Kogalym,2007,9,399.4
Komsomolsk-on-Amur,2007,9,13.7
Krasnodar (Paszkowski),2007,9,720.0
Krasnoyarsk (Emelyanovo),2007,9,2447.77
red,2007,9,15.74
Zabaykalsk,2007,9,98.4
Magadan (Falcon),2007,9,374.0
Mineral water,2007,9,233.0
Peaceful,2007,9,4249.7
Moscow (Vnukovo),2007,9,2089.8
Moscow (Domodedovo),2007,9,10844.82
Moscow (Sheremetyevo),2007,9,13990.9
Murmansk,2007,9,118.5
Nadym,2007,9,101.76
Nizhnevartovsk,2007,9,1102.6
Nizhny Novgorod (Strigino),2007,9,60.71
Nikolaevsk-on-Amur,2007,9,71.6
Novokuznetsk,2007,9,87.0
Novosibirsk (Tolmachyovo),2007,9,1575.2
New Urengoy,2007,9,290.9
Norilsk,2007,9,1768.0
Noyabrsk,2007,9,97.7
Omsk (central),2007,9,326.0
Orenburg (central),2007,9,94.09
Perm (Bolshoye Savino),2007,9,223.29
Petropavlovsk (Yelizovo),2007,9,1239.19
Polar,2007,9,556.5
Rostov-on-Don,2007,9,593.7
Saint Petersburg (Pulkovo),2007,9,2311.0
Saratov (central),2007,9,44.3
Sochi,2007,9,263.0
Stavropol (Shpakovskoye),2007,9,70.0
Surgut,2007,9,445.3
Syktyvkar,2007,9,83.47
Tiksi,2007,9,5.3
Tomsk (Bogashevo),2007,9,158.0
Tyumen (Roschino),2007,9,388.0
Ufa,2007,9,621.3
Khabarovsk (MVL),2007,9,59.39
Khabarovsk (New),2007,9,1610.17
Khanty-Mansiysk,2007,9,75.27
Khatanga,2007,9,232.0
Chelyabinsk (Balandino),2007,9,216.5
Reads (tub),2007,9,133.19
Yuzhno-(Khomutovo),2007,9,1902.3
Yakutsk,2007,9,1485.5
Yamburg,2007,9,4.13
Yaroslavl (Tunoshna),2007,9,1249.6
Abakan,2020,11,0.0
Anapa (Vitjazevo),2020,11,0.0
Arkhangelsk (Talagy),2020,11,0.0
Astrakhan (Narimanovo),2020,11,0.0
Trip,2020,11,0.0
Barnaul (Titov Name),2020,11,0.0
Belgorod,2020,11,0.0
Novy Urengoy,2020,11,0.0
Blagoveshchensk (Ignatevo),2020,11,0.0
Bogorodskoe,2020,11,0.0
Bugulma,2020,11,0.0
Vladivostok (Knevichi),2020,11,0.0
Volgograd (Gumrak),2020,11,0.0
Vorkuta,2020,11,0.0
Voronezh (Chertovitskoe),2020,11,0.0
Ekaterinburg (Koltsovo),2020,11,0.0
Zeyskaya,2020,11,0.0
Ivanovo (Yuzhny),2020,11,0.0
Izhevsk,2020,11,0.0
Irkutsk,2020,11,0.0
Kazan,2020,11,0.0
Kaluga (Grabtsevo),2020,11,0.0
Kemerovo,2020,11,0.0
Keperveem,2020,11,0.0
Kirov (Pobedilovo),2020,11,0.0
Kogalym,2020,11,0.0
Komsomolsk-on-Amur,2020,11,0.0
Krasnodar (Paszkowski),2020,11,0.0
Krasnoyarsk,2020,11,0.0
Krasnoyarsk (Cheremshanka),2020,11,0.0
Kursk (Eastern),2020,11,0.0
red,2020,11,0.0
Zabaykalsk,2020,11,0.0
Magadan (Falcon),2020,11,0.0
Makhachkala (Uytash),2020,11,0.0
Mineral water,2020,11,0.0
Peaceful,2020,11,0.0
Moscow (Vnukovo),2020,11,0.0
Moscow (Domodedovo),2020,11,0.0
Moscow (Sheremetyevo),2020,11,0.0
Murmansk,2020,11,0.0
Nadym,2020,11,0.0
Nizhnevartovsk,2020,11,0.0
Kazan (Begiševo),2020,11,0.0
Nizhny Novgorod (Strigino),2020,11,0.0
Nikolaevsk-on-Amur,2020,11,0.0
Novokuznetsk (Spichenkovo),2020,11,0.0
Novosibirsk (Tolmachyovo),2020,11,0.0
New Urengoy,2020,11,0.0
Nogliki,2020,11,0.0
Norilsk,2020,11,0.0
Noyabrsk,2020,11,0.0
Omolon,2020,11,0.0
Omsk (central),2020,11,0.0
Omsukçan,2020,11,0.0
Orenburg (central),2020,11,0.0
Okha,2020,11,0.0
Okhotsk,2020,11,0.0
Penza,2020,11,0.0
Petropavlovsk (Yelizovo),2020,11,0.0
Polar,2020,11,0.0
Samara (Kurumoch),2020,11,0.0
Saint Petersburg (Pulkovo),2020,11,0.0
Saransk,2020,11,0.0
Sochi,2020,11,0.0
Stavropol (Shpakovskoye),2020,11,0.0
Strezhevoy,2020,11,0.0
Surgut,2020,11,0.0
Syktyvkar,2020,11,0.0
Tiksi,2020,11,0.0
Tomsk (Bogashevo),2020,11,0.0
Ust-Tsilma,2020,11,0.0
Tyumen (Roschino),2020,11,0.0
Ulyanovsk (Barataevka),2020,11,0.0
Ulyanovsk (East),2020,11,0.0
Ufa,2020,11,0.0
Khabarovsk (New),2020,11,0.0
Khanty-Mansiysk,2020,11,0.0
Khatanga,2020,11,0.0
Herpuchi,2020,11,0.0
Cheboksary,2020,11,0.0
Chelyabinsk (Balandino),2020,11,0.0
Reads (tub),2020,11,0.0
Çumikan,2020,11,0.0
Shakhtars'k,2020,11,0.0
Yuzhno-(Khomutovo),2020,11,0.0
Yakutsk,2020,11,0.0
Yamburg,2020,11,0.0
Yaroslavl (Tunoshna),2020,11,0.0
Abakan,2019,11,110.5
Anapa (Vitjazevo),2019,11,69.0
Arkhangelsk (Talagy),2019,11,210.27
Astrakhan (Narimanovo),2019,11,79.06
Trip,2019,11,1.94
Barnaul (Titov Name),2019,11,253.06
Belgorod,2019,11,6.09
Novy Urengoy,2019,11,9.8
Blagoveshchensk (Ignatevo),2019,11,243.8
Bogorodskoe,2019,11,0.14
Bugulma,2019,11,2.28
Vladivostok (Knevichi),2019,11,1962.91
Volgograd (Gumrak),2019,11,75.0
Vorkuta,2019,11,7.66
Voronezh (Chertovitskoe),2019,11,45.04
Ekaterinburg (Koltsovo),2019,11,1578.03
Zeyskaya,2019,11,0.71
Ivanovo (Yuzhny),2019,11,70.23
Irkutsk,2019,11,908.22
Kaluga (Grabtsevo),2019,11,4.18
Kemerovo,2019,11,117.67
Keperveem,2019,11,101.0
Kirov (Pobedilovo),2019,11,11.0
Kogalym,2019,11,3.64
Komsomolsk-on-Amur,2019,11,127.69
Krasnodar (Paszkowski),2019,11,614.26
Krasnoyarsk,2019,11,1433.96
Krasnoyarsk (Cheremshanka),2019,11,83.84
Kursk (Eastern),2019,11,0.2
red,2019,11,2.14
Zabaykalsk,2019,11,48.23
Magadan (Falcon),2019,11,674.0
Makhachkala (Uytash),2019,11,253.1
Mineral water,2019,11,164.54
Peaceful,2019,11,794.02
Moscow (Vnukovo),2019,11,4580.71
Moscow (Domodedovo),2019,11,10188.46
Moscow (Sheremetyevo),2019,11,32723.9
Murmansk,2019,11,181.74
Nadym,2019,11,29.65
Nizhnevartovsk,2019,11,147.0
Kazan (Begiševo),2019,11,41.2
Nizhny Novgorod (Strigino),2019,11,60.8
Nikolaevsk-on-Amur,2019,11,4.87
Novokuznetsk (Spichenkovo),2019,11,104.9
Novosibirsk (Tolmachyovo),2019,11,2442.5
New Urengoy,2019,11,340.88
Nogliki,2019,11,3.45
Norilsk,2019,11,1100.97
Noyabrsk,2019,11,45.26
Omolon,2019,11,7.0
Omsk (central),2019,11,310.0
Omsukçan,2019,11,24.26
Orenburg (central),2019,11,100.75
Okha,2019,11,4.65
Okhotsk,2019,11,73.63
Penza,2019,11,1.38
Petropavlovsk (Yelizovo),2019,11,795.5
Pauline Osipenko,2019,11,0.0
Polar,2019,11,124.33
Samara (Kurumoch),2019,11,235.04
Saint Petersburg (Pulkovo),2019,11,2487.0
Saransk,2019,11,1.8
Saratov (central),2019,11,0.0
Sochi,2019,11,229.1
Stavropol (Shpakovskoye),2019,11,64.0
Strezhevoy,2019,11,2.6
Surgut,2019,11,273.05
Syktyvkar,2019,11,48.62
Tiksi,2019,11,39.1
Tomsk (Bogashevo),2019,11,165.46
Ust-Tsilma,2019,11,0.0
Tyumen (Roschino),2019,11,322.9
Ulyanovsk (Barataevka),2019,11,22.04
Ulyanovsk (East),2019,11,51.9
Ufa,2019,11,406.3
Khabarovsk (MVL),2019,11,0.0
Khabarovsk (New),2019,11,1858.01
Khanty-Mansiysk,2019,11,46.03
Khatanga,2019,11,96.14
Herpuchi,2019,11,0.31
Cheboksary,2019,11,1.7
Chelyabinsk (Balandino),2019,11,262.94
Reads (tub),2019,11,202.04
Çumikan,2019,11,3.42
Shakhtars'k,2019,11,0.03
Shushenskoe,2019,11,0.0
Ekimçan,2019,11,0.0
Yuzhno-(Khomutovo),2019,11,986.61
Yakutsk,2019,11,1089.42
Yamburg,2019,11,0.02
Yaroslavl (Tunoshna),2019,11,0.0
Abakan,2018,11,80.19
Anapa (Vitjazevo),2018,11,63.27
Arkhangelsk (Talagy),2018,11,251.12
Astrakhan (Narimanovo),2018,11,78.72
Trip,2018,11,4.89
Barnaul (Titov Name),2018,11,240.3
Belgorod,2018,11,4.76
Novy Urengoy,2018,11,15.0
Blagoveshchensk,2018,11,278.4
Bogorodskoe,2018,11,0.07
Bugulma,2018,11,1.32
Vladivostok (Knevichi),2018,11,2321.99
Volgograd (Gumrak),2018,11,78.0
Vorkuta,2018,11,5.36
Voronezh (Chertovitskoe),2018,11,22.61
Ekaterinburg (Koltsovo),2018,11,1528.53
Zeyskaya,2018,11,1.12
Ivanovo (Yuzhny),2018,11,24.53
Irkutsk,2018,11,967.09
Kaluga,2018,11,0.63
Kemerovo,2018,11,110.6
Keperveem,2018,11,142.0
Kogalym,2018,11,4.45
Komsomolsk-on-Amur,2018,11,162.32
Krasnodar (Paszkowski),2018,11,573.79
Krasnoyarsk (Emelyanovo),2018,11,1668.46
Kursk (Eastern),2018,11,0.2
red,2018,11,0.36
Zabaykalsk,2018,11,59.92
Magadan (Falcon),2018,11,644.0
Makhachkala (Uytash),2018,11,105.8
Mineral water,2018,11,172.16
Peaceful,2018,11,937.86
Moscow (Vnukovo),2018,11,4542.83
Moscow (Domodedovo),2018,11,10351.3
Moscow (Sheremetyevo),2018,11,28855.9
Murmansk,2018,11,157.1
Nadym,2018,11,38.86
Nizhnevartovsk,2018,11,300.3
Nizhny Novgorod (Strigino),2018,11,79.68
Nikolaevsk-on-Amur,2018,11,4.02
Novokuznetsk,2018,11,94.2
Novosibirsk (Tolmachyovo),2018,11,2396.1
New Urengoy,2018,11,308.4
Nogliki,2018,11,6.22
Norilsk,2018,11,1035.78
Noyabrsk,2018,11,50.94
Omolon,2018,11,16.0
Omsk (central),2018,11,304.0
Omsukçan,2018,11,31.75
Orenburg (central),2018,11,104.94
Okha,2018,11,5.25
Okhotsk,2018,11,76.82
Perm (Bolshoye Savino),2018,11,198.99
Petropavlovsk (Yelizovo),2018,11,1123.13
Pauline Osipenko,2018,11,0.0
Polar,2018,11,93.89
Samara (Kurumoch),2018,11,241.58
Saint Petersburg (Pulkovo),2018,11,2418.0
Saratov (central),2018,11,40.3
Sochi,2018,11,194.7
Stavropol (Shpakovskoye),2018,11,68.0
Strezhevoy,2018,11,3.1
Surgut,2018,11,276.49
Syktyvkar,2018,11,71.8
Tiksi,2018,11,56.53
Tomsk (Bogashevo),2018,11,165.61
Ust-Tsilma,2018,11,0.0
Tyumen (Roschino),2018,11,305.5
Ufa,2018,11,333.2
Khabarovsk (MVL),2018,11,1.01
Khabarovsk (New),2018,11,1846.81
Khanty-Mansiysk,2018,11,54.34
Khatanga,2018,11,0.0
Herpuchi,2018,11,0.31
Chelyabinsk (Balandino),2018,11,340.5
Reads (tub),2018,11,296.1
Çumikan,2018,11,2.16
Shakhtars'k,2018,11,0.0
Ekimçan,2018,11,0.01
Yuzhno-(Khomutovo),2018,11,1062.37
Yakutsk,2018,11,1044.34
Yamburg,2018,11,0.0
Yaroslavl (Tunoshna),2018,11,14.44
Abakan,2017,11,71.58
Anapa (Vitjazevo),2017,11,64.11
Arkhangelsk (Talagy),2017,11,270.56
Astrakhan (Narimanovo),2017,11,68.36
Novy Urengoy,2017,11,27.5
Blagoveshchensk,2017,11,344.4
Bugulma,2017,11,1.31
Vladivostok (Knevichi),2017,11,2129.72
Volgograd (Gumrak),2017,11,89.0
Vorkuta,2017,11,6.74
Voronezh (Chertovitskoe),2017,11,16.9
Ekaterinburg (Koltsovo),2017,11,1768.26
Ivanovo (Yuzhny),2017,11,39.34
Irkutsk,2017,11,1019.37
Kazan,2017,11,0.0
Kemerovo,2017,11,115.08
Kogalym,2017,11,44.55
Komsomolsk-on-Amur,2017,11,115.82
Krasnodar (Paszkowski),2017,11,516.7
Krasnoyarsk (Emelyanovo),2017,11,1416.57
red,2017,11,1.04
Zabaykalsk,2017,11,108.26
Magadan (Falcon),2017,11,705.0
Mineral water,2017,11,180.87
Peaceful,2017,11,1154.32
Moscow (Vnukovo),2017,11,5681.38
Moscow (Domodedovo),2017,11,10417.52
Moscow (Sheremetyevo),2017,11,29520.5
Murmansk,2017,11,162.8
Nadym,2017,11,30.08
Nizhnevartovsk,2017,11,318.9
Nizhny Novgorod (Strigino),2017,11,79.67
Nikolaevsk-on-Amur,2017,11,3.22
Novokuznetsk,2017,11,354.1
Novosibirsk (Tolmachyovo),2017,11,2060.9
New Urengoy,2017,11,312.9
Norilsk,2017,11,1048.04
Noyabrsk,2017,11,55.68
Omsk (central),2017,11,303.0
Orenburg (central),2017,11,109.32
Perm (Bolshoye Savino),2017,11,245.01
Petropavlovsk (Yelizovo),2017,11,811.61
Polar,2017,11,51.33
Rostov-on-Don,2017,11,433.98
Saint Petersburg (Pulkovo),2017,11,2546.0
Saratov (central),2017,11,41.4
Sochi,2017,11,209.72
Stavropol (Shpakovskoye),2017,11,71.0
Surgut,2017,11,297.0
Syktyvkar,2017,11,61.54
Tiksi,2017,11,38.39
Tomsk (Bogashevo),2017,11,183.45
Tyumen (Roschino),2017,11,356.7
Ufa,2017,11,513.94
Khabarovsk (MVL),2017,11,5.12
Khabarovsk (New),2017,11,2063.78
Khanty-Mansiysk,2017,11,61.44
Khatanga,2017,11,272.94
Chelyabinsk (Balandino),2017,11,273.72
Reads (tub),2017,11,307.75
Yuzhno-(Khomutovo),2017,11,927.59
Yakutsk,2017,11,1190.54
Yamburg,2017,11,0.15
Yaroslavl (Tunoshna),2017,11,941.97
Abakan,2016,11,78.66
Anapa (Vitjazevo),2016,11,56.69
Arkhangelsk (Talagy),2016,11,245.3
Astrakhan (Narimanovo),2016,11,74.66
Novy Urengoy,2016,11,0.0
Blagoveshchensk,2016,11,309.1
Bugulma,2016,11,3.94
Vladivostok (Knevichi),2016,11,2393.16
Volgograd (Gumrak),2016,11,72.0
Vorkuta,2016,11,17.51
Voronezh (Chertovitskoe),2016,11,13.98
Ekaterinburg (Koltsovo),2016,11,1458.08
Ivanovo (Yuzhny),2016,11,125.67
Irkutsk,2016,11,1227.22
Kazan,2016,11,215.91
Kemerovo,2016,11,544.11
Kogalym,2016,11,13.57
Komsomolsk-on-Amur,2016,11,242.4
Krasnodar (Paszkowski),2016,11,550.89
Krasnoyarsk (Emelyanovo),2016,11,1158.82
red,2016,11,0.78
Zabaykalsk,2016,11,65.44
Magadan (Falcon),2016,11,723.0
Mineral water,2016,11,204.2
Peaceful,2016,11,1402.21
Moscow (Vnukovo),2016,11,6040.96
Moscow (Domodedovo),2016,11,11643.39
Moscow (Sheremetyevo),2016,11,23056.8
Murmansk,2016,11,161.1
Nadym,2016,11,27.73
Nizhnevartovsk,2016,11,329.9
Nizhny Novgorod (Strigino),2016,11,90.2
Nikolaevsk-on-Amur,2016,11,28.21
Novokuznetsk,2016,11,81.4
Novosibirsk (Tolmachyovo),2016,11,1589.3
New Urengoy,2016,11,314.6
Norilsk,2016,11,1296.96
Noyabrsk,2016,11,46.64
Omsk (central),2016,11,277.0
Orenburg (central),2016,11,101.47
Perm (Bolshoye Savino),2016,11,175.55
Petropavlovsk (Yelizovo),2016,11,927.2
Polar,2016,11,145.25
Rostov-on-Don,2016,11,517.04
Saint Petersburg (Pulkovo),2016,11,2244.0
Saratov (central),2016,11,38.0
Sochi,2016,11,184.3
Stavropol (Shpakovskoye),2016,11,75.0
Surgut,2016,11,270.0
Syktyvkar,2016,11,57.6
Tiksi,2016,11,44.59
Tomsk (Bogashevo),2016,11,150.91
Tyumen (Roschino),2016,11,317.0
Ufa,2016,11,332.44
Khabarovsk (MVL),2016,11,3.0
Khabarovsk (New),2016,11,2124.94
Khanty-Mansiysk,2016,11,49.04
Khatanga,2016,11,213.77
Chelyabinsk (Balandino),2016,11,255.14
Reads (tub),2016,11,319.33
Yuzhno-(Khomutovo),2016,11,893.19
Yakutsk,2016,11,1211.02
Yamburg,2016,11,0.08
Yaroslavl (Tunoshna),2016,11,372.3
Abakan,2015,11,63.67
Anapa (Vitjazevo),2015,11,49.03
Arkhangelsk (Talagy),2015,11,350.7
Astrakhan (Narimanovo),2015,11,70.98
Novy Urengoy,2015,11,17.0
Blagoveshchensk,2015,11,291.2
Bugulma,2015,11,2.0
Vladivostok (Knevichi),2015,11,1983.2
Volgograd (Gumrak),2015,11,80.0
Vorkuta,2015,11,68.05
Voronezh (Chertovitskoe),2015,11,8.97
Ekaterinburg (Koltsovo),2015,11,1654.31
Ivanovo (Yuzhny),2015,11,196.27
Irkutsk,2015,11,1044.6
Kazan,2015,11,203.58
Kemerovo,2015,11,636.48
Kogalym,2015,11,2.08
Komsomolsk-on-Amur,2015,11,387.5
Krasnodar (Paszkowski),2015,11,475.18
Krasnoyarsk (Emelyanovo),2015,11,1039.52
red,2015,11,9.41
Zabaykalsk,2015,11,110.64
Magadan (Falcon),2015,11,642.0
Mineral water,2015,11,209.5
Peaceful,2015,11,1119.12
Moscow (Vnukovo),2015,11,3372.45
Moscow (Domodedovo),2015,11,11197.04
Moscow (Sheremetyevo),2015,11,19240.5
Murmansk,2015,11,115.2
Nadym,2015,11,34.16
Nizhnevartovsk,2015,11,489.8
Nizhny Novgorod (Strigino),2015,11,104.51
Nikolaevsk-on-Amur,2015,11,6.34
Novokuznetsk,2015,11,84.0
Novosibirsk (Tolmachyovo),2015,11,1599.3
New Urengoy,2015,11,288.6
Norilsk,2015,11,1351.13
Noyabrsk,2015,11,48.52
Omsk (central),2015,11,237.0
Orenburg (central),2015,11,79.95
Perm (Bolshoye Savino),2015,11,177.53
Petropavlovsk (Yelizovo),2015,11,727.51
Polar,2015,11,104.97
Rostov-on-Don,2015,11,354.61
Saint Petersburg (Pulkovo),2015,11,2121.0
Saratov (central),2015,11,32.4
Sochi,2015,11,154.34
Stavropol (Shpakovskoye),2015,11,54.0
Surgut,2015,11,277.2
Syktyvkar,2015,11,57.83
Tiksi,2015,11,44.9
Tomsk (Bogashevo),2015,11,152.55
Tyumen (Roschino),2015,11,325.1
Ufa,2015,11,244.41
Khabarovsk (MVL),2015,11,1.83
Khabarovsk (New),2015,11,1988.37
Khanty-Mansiysk,2015,11,58.26
Khatanga,2015,11,109.21
Chelyabinsk (Balandino),2015,11,219.0
Reads (tub),2015,11,239.43
Yuzhno-(Khomutovo),2015,11,840.44
Yakutsk,2015,11,1157.03
Yamburg,2015,11,0.45
Yaroslavl (Tunoshna),2015,11,656.74
Abakan,2014,11,153.68
Anapa (Vitjazevo),2014,11,50.22
Arkhangelsk (Talagy),2014,11,281.8
Astrakhan (Narimanovo),2014,11,83.05
Novy Urengoy,2014,11,47.2
Blagoveshchensk,2014,11,402.7
Bugulma,2014,11,2.47
Vladivostok (Knevichi),2014,11,2945.4
Volgograd (Gumrak),2014,11,73.0
Vorkuta,2014,11,51.35
Voronezh (Chertovitskoe),2014,11,9.36
Ekaterinburg (Koltsovo),2014,11,1787.83
